seller_state,customer_state,seller_lat,seller_lon,customer_lat,customer_lon,distancia_km_estado_api,tiempo_min_estado_api
GO,RS,-16.68354215460362,-49.381153491849254,-29.718839490402164,-51.95608564360721,2109.836,1565.45
GO,SC,-16.68354215460362,-49.381153491849254,-27.218038920844723,-49.48212805960794,1612.751,1246.8666666666666
GO,SP,-16.68354215460362,-49.381153491849254,-23.12163436196996,-47.07170455949694,845.664,653.4833333333333
GO,TO,-16.68354215460362,-49.381153491849254,-9.86555699236114,-48.36818486950135,906.876,743.3166666666667
MA,AC,-3.4058375271605,-44.64292837876669,-9.872170669974457,-68.03347718953198,3484.751,3332.85
MA,AL,-3.4058375271605,-44.64292837876669,-9.649475616174817,-35.804476136486905,1489.446,1284.7166666666667
MA,AM,-3.4058375271605,-44.64292837876669,-3.2651316106555845,-60.14448913061501,4236.083,4897.933333333333
MA,AP,-3.4058375271605,-44.64292837876669,0.042907127758036116,-51.11287345865695,1208.478,2143.95
MA,BA,-3.4058375271605,-44.64292837876669,-13.168811510716369,-39.553189440104376,1515.243,1331.65
MA,CE,-3.4058375271605,-44.64292837876669,-4.1787898180713,-38.84914440855492,875.884,810.9833333333333
MA,DF,-3.4058375271605,-44.64292837876669,-15.813683037452757,-47.98760523145338,1987.947,1586.4
MA,ES,-3.4058375271605,-44.64292837876669,-20.226267289831803,-40.387405884400685,2441.184,2158.0
MA,GO,-3.4058375271605,-44.64292837876669,-16.68354215460362,-49.381153491849254,1928.579,1669.9666666666667
MA,MA,-3.4058375271605,-44.64292837876669,-3.4058375271605,-44.64292837876669,0.0,0.0
MA,MG,-3.4058375271605,-44.64292837876669,-19.8368783860845,-44.510639137486805,2473.436,2022.8666666666666
MA,MS,-3.4058375271605,-44.64292837876669,-20.575582054079366,-54.349280375688835,2777.565,2295.0833333333335
MA,MT,-3.4058375271605,-44.64292837876669,-14.384495553384413,-55.70381903559229,2482.718,2117.4333333333334
MA,PA,-3.4058375271605,-44.64292837876669,-2.5779707785785626,-49.18814577989,,
MA,PB,-3.4058375271605,-44.64292837876669,-7.08222958978264,-35.47505093762009,1415.531,1269.5166666666667
MA,PE,-3.4058375271605,-44.64292837876669,-8.152025608548277,-35.496966580938214,1382.478,1224.3333333333333
MA,PI,-3.4058375271605,-44.64292837876669,-5.445069601178928,-42.63079628237705,373.163,337.5833333333333
MA,PR,-3.4058375271605,-44.64292837876669,-24.90691454342181,-50.609280255724634,2983.103,2522.5666666666666
MA,RJ,-3.4058375271605,-44.64292837876669,-22.82382338311478,-43.149285809858725,2890.728,2344.65
MA,RN,-3.4058375271605,-44.64292837876669,-5.877178040487796,-35.78408280910874,1312.347,1119.4
MA,RS,-3.4058375271605,-44.64292837876669,-29.718839490402164,-51.95608564360721,4153.984,3154.5833333333335
MA,SC,-3.4058375271605,-44.64292837876669,-27.218038920844723,-49.48212805960794,3656.899,2836.0
MA,SE,-3.4058375271605,-44.64292837876669,-10.917756569914832,-37.14663957244331,1440.585,1217.55
MA,SP,-3.4058375271605,-44.64292837876669,-23.12163436196996,-47.07170455949694,2889.812,2242.616666666667
MA,TO,-3.4058375271605,-44.64292837876669,-9.86555699236114,-48.36818486950135,1111.407,1023.5666666666667
MG,AC,-19.8368783860845,-44.510639137486805,-9.872170669974457,-68.03347718953198,3534.204,2850.383333333333
MG,AL,-19.8368783860845,-44.510639137486805,-9.649475616174817,-35.804476136486905,1889.415,1644.3
MG,AM,-19.8368783860845,-44.510639137486805,-3.2651316106555845,-60.14448913061501,6308.635,6448.3
MG,AP,-19.8368783860845,-44.510639137486805,0.042907127758036116,-51.11287345865695,3281.03,3694.3333333333335
MG,BA,-19.8368783860845,-44.510639137486805,-13.168811510716369,-39.553189440104376,1234.284,1074.7333333333333
MG,CE,-19.8368783860845,-44.510639137486805,-4.1787898180713,-38.84914440855492,2345.738,1983.7833333333333
MG,DF,-19.8368783860845,-44.510639137486805,-15.813683037452757,-47.98760523145338,720.89,590.5166666666667
MG,ES,-19.8368783860845,-44.510639137486805,-20.226267289831803,-40.387405884400685,597.812,577.8833333333333
MG,GO,-19.8368783860845,-44.510639137486805,-16.68354215460362,-49.381153491849254,817.003,669.95
MG,MA,-19.8368783860845,-44.510639137486805,-3.4058375271605,-44.64292837876669,2472.367,2036.8333333333333
MG,MG,-19.8368783860845,-44.510639137486805,-19.8368783860845,-44.510639137486805,0.0,0.0
MG,MS,-19.8368783860845,-44.510639137486805,-20.575582054079366,-54.349280375688835,1175.222,936.8166666666667
MG,MT,-19.8368783860845,-44.510639137486805,-14.384495553384413,-55.70381903559229,1731.049,1401.3
MG,PA,-19.8368783860845,-44.510639137486805,-2.5779707785785626,-49.18814577989,,
MG,PB,-19.8368783860845,-44.510639137486805,-7.08222958978264,-35.47505093762009,2210.716,1936.3833333333334
MG,PE,-19.8368783860845,-44.510639137486805,-8.152025608548277,-35.496966580938214,2043.502,1780.0666666666666
MG,PI,-19.8368783860845,-44.510639137486805,-5.445069601178928,-42.63079628237705,2031.455,1693.1
MG,PR,-19.8368783860845,-44.510639137486805,-24.90691454342181,-50.609280255724634,1059.325,865.1333333333333
MG,RJ,-19.8368783860845,-44.510639137486805,-22.82382338311478,-43.149285809858725,505.226,426.3833333333333
MG,RN,-19.8368783860845,-44.510639137486805,-5.877178040487796,-35.78408280910874,2415.833,2037.9666666666667
MG,RO,-19.8368783860845,-44.510639137486805,-9.806761486818301,-63.02840103355963,2814.056,2284.2
MG,RR,-19.8368783860845,-44.510639137486805,2.8261267265167582,-60.69240198255299,5548.797,5844.733333333334
MG,RS,-19.8368783860845,-44.510639137486805,-29.718839490402164,-51.95608564360721,1823.687,1353.8833333333334
MG,SC,-19.8368783860845,-44.510639137486805,-27.218038920844723,-49.48212805960794,1326.603,1035.3
MG,SE,-19.8368783860845,-44.510639137486805,-10.917756569914832,-37.14663957244331,1622.45,1398.5666666666666
MG,SP,-19.8368783860845,-44.510639137486805,-23.12163436196996,-47.07170455949694,611.506,469.73333333333335
MG,TO,-19.8368783860845,-44.510639137486805,-9.86555699236114,-48.36818486950135,1613.543,1232.1833333333334
MS,AC,-20.575582054079366,-54.349280375688835,-9.872170669974457,-68.03347718953198,2738.73,2203.7833333333333
MS,BA,-20.575582054079366,-54.349280375688835,-13.168811510716369,-39.553189440104376,2131.023,1781.7833333333333
MS,DF,-20.575582054079366,-54.349280375688835,-15.813683037452757,-47.98760523145338,1027.016,810.95
MS,GO,-20.575582054079366,-54.349280375688835,-16.68354215460362,-49.381153491849254,822.332,633.75
MS,MG,-20.575582054079366,-54.349280375688835,-19.8368783860845,-44.510639137486805,1175.289,959.9333333333333
MS,MT,-20.575582054079366,-54.349280375688835,-14.384495553384413,-55.70381903559229,935.575,754.7
MS,PR,-20.575582054079366,-54.349280375688835,-24.90691454342181,-50.609280255724634,791.837,621.2166666666667
MS,RJ,-20.575582054079366,-54.349280375688835,-22.82382338311478,-43.149285809858725,1383.96,990.8666666666667
MS,RS,-20.575582054079366,-54.349280375688835,-29.718839490402164,-51.95608564360721,1396.706,1220.1166666666666
MS,SC,-20.575582054079366,-54.349280375688835,-27.218038920844723,-49.48212805960794,1272.603,1006.3166666666667
MS,SP,-20.575582054079366,-54.349280375688835,-23.12163436196996,-47.07170455949694,937.22,660.7166666666667
MT,BA,-14.384495553384413,-55.70381903559229,-13.168811510716369,-39.553189440104376,2351.872,1918.4333333333334
MT,CE,-14.384495553384413,-55.70381903559229,-4.1787898180713,-38.84914440855492,2999.069,2471.7
MT,DF,-14.384495553384413,-55.70381903559229,-15.813683037452757,-47.98760523145338,1208.107,953.35
MT,ES,-14.384495553384413,-55.70381903559229,-20.226267289831803,-40.387405884400685,2316.008,1972.0166666666667
MT,GO,-14.384495553384413,-55.70381903559229,-16.68354215460362,-49.381153491849254,1025.967,802.7833333333333
MT,MA,-14.384495553384413,-55.70381903559229,-3.4058375271605,-44.64292837876669,2512.14,2105.55
MT,MG,-14.384495553384413,-55.70381903559229,-19.8368783860845,-44.510639137486805,1730.261,1419.5166666666667
MT,MS,-14.384495553384413,-55.70381903559229,-20.575582054079366,-54.349280375688835,936.056,769.5166666666667
MT,MT,-14.384495553384413,-55.70381903559229,-14.384495553384413,-55.70381903559229,0.0,0.0
MT,PA,-14.384495553384413,-55.70381903559229,-2.5779707785785626,-49.18814577989,,
MT,PB,-14.384495553384413,-55.70381903559229,-7.08222958978264,-35.47505093762009,3135.278,2616.15
MT,PE,-14.384495553384413,-55.70381903559229,-8.152025608548277,-35.496966580938214,3023.862,2522.65
MT,PR,-14.384495553384413,-55.70381903559229,-24.90691454342181,-50.609280255724634,1725.25,1362.8333333333333
MT,RJ,-14.384495553384413,-55.70381903559229,-22.82382338311478,-43.149285809858725,2135.047,1692.7833333333333
MT,RN,-14.384495553384413,-55.70381903559229,-5.877178040487796,-35.78408280910874,3280.067,2700.25
MT,RO,-14.384495553384413,-55.70381903559229,-9.806761486818301,-63.02840103355963,1204.48,1031.5666666666666
MT,RS,-14.384495553384413,-55.70381903559229,-29.718839490402164,-51.95608564360721,2275.747,1917.95
MT,SC,-14.384495553384413,-55.70381903559229,-27.218038920844723,-49.48212805960794,2206.017,1747.9333333333334
MT,SP,-14.384495553384413,-55.70381903559229,-23.12163436196996,-47.07170455949694,1668.777,1344.0833333333333
PA,MG,-2.5779707785785626,-49.18814577989,-19.8368783860845,-44.510639137486805,,
PA,PR,-2.5779707785785626,-49.18814577989,-24.90691454342181,-50.609280255724634,,
PA,SP,-2.5779707785785626,-49.18814577989,-23.12163436196996,-47.07170455949694,,
PB,AL,-7.08222958978264,-35.47505093762009,-9.649475616174817,-35.804476136486905,423.897,393.98333333333335
PB,BA,-7.08222958978264,-35.47505093762009,-13.168811510716369,-39.553189440104376,1070.896,962.4666666666667
PB,CE,-7.08222958978264,-35.47505093762009,-4.1787898180713,-38.84914440855492,649.106,601.1666666666666
PB,DF,-7.08222958978264,-35.47505093762009,-15.813683037452757,-47.98760523145338,2211.001,1814.3333333333333
PB,ES,-7.08222958978264,-35.47505093762009,-20.226267289831803,-40.387405884400685,1963.205,1773.0166666666667
PB,GO,-7.08222958978264,-35.47505093762009,-16.68354215460362,-49.381153491849254,2419.435,1989.8
PB,MA,-7.08222958978264,-35.47505093762009,-3.4058375271605,-44.64292837876669,1408.863,1266.55
PB,MG,-7.08222958978264,-35.47505093762009,-19.8368783860845,-44.510639137486805,2208.522,1899.7333333333333
PB,MT,-7.08222958978264,-35.47505093762009,-14.384495553384413,-55.70381903559229,3133.483,2618.4666666666667
PB,PA,-7.08222958978264,-35.47505093762009,-2.5779707785785626,-49.18814577989,,
PB,PB,-7.08222958978264,-35.47505093762009,-7.08222958978264,-35.47505093762009,0.0,0.0
PB,PE,-7.08222958978264,-35.47505093762009,-8.152025608548277,-35.496966580938214,205.305,231.35
PB,RJ,-7.08222958978264,-35.47505093762009,-22.82382338311478,-43.149285809858725,2401.403,2185.55
PB,RN,-7.08222958978264,-35.47505093762009,-5.877178040487796,-35.78408280910874,176.699,201.51666666666668
PB,SE,-7.08222958978264,-35.47505093762009,-10.917756569914832,-37.14663957244331,618.846,588.6
PB,SP,-7.08222958978264,-35.47505093762009,-23.12163436196996,-47.07170455949694,2770.059,2299.0833333333335
PE,AL,-8.152025608548277,-35.496966580938214,-9.649475616174817,-35.804476136486905,253.03,239.01666666666668
PE,AP,-8.152025608548277,-35.496966580938214,0.042907127758036116,-51.11287345865695,2488.692,3222.733333333333
PE,BA,-8.152025608548277,-35.496966580938214,-13.168811510716369,-39.553189440104376,908.426,807.1
PE,CE,-8.152025608548277,-35.496966580938214,-4.1787898180713,-38.84914440855492,871.295,734.7333333333333
PE,DF,-8.152025608548277,-35.496966580938214,-15.813683037452757,-47.98760523145338,2058.917,1688.65
PE,ES,-8.152025608548277,-35.496966580938214,-20.226267289831803,-40.387405884400685,1800.734,1617.65
PE,GO,-8.152025608548277,-35.496966580938214,-16.68354215460362,-49.381153491849254,2267.351,1864.1333333333334
PE,MA,-8.152025608548277,-35.496966580938214,-3.4058375271605,-44.64292837876669,1385.352,1224.0666666666666
PE,MG,-8.152025608548277,-35.496966580938214,-19.8368783860845,-44.510639137486805,2046.051,1744.3666666666666
PE,MS,-8.152025608548277,-35.496966580938214,-20.575582054079366,-54.349280375688835,2985.608,2427.7
PE,MT,-8.152025608548277,-35.496966580938214,-14.384495553384413,-55.70381903559229,3098.928,2538.6833333333334
PE,PA,-8.152025608548277,-35.496966580938214,-2.5779707785785626,-49.18814577989,,
PE,PB,-8.152025608548277,-35.496966580938214,-7.08222958978264,-35.47505093762009,206.679,232.68333333333334
PE,PE,-8.152025608548277,-35.496966580938214,-8.152025608548277,-35.496966580938214,0.0,0.0
PE,PI,-8.152025608548277,-35.496966580938214,-5.445069601178928,-42.63079628237705,1012.604,881.8166666666667
PE,PR,-8.152025608548277,-35.496966580938214,-24.90691454342181,-50.609280255724634,3016.977,2470.45
PE,RJ,-8.152025608548277,-35.496966580938214,-22.82382338311478,-43.149285809858725,2238.932,2030.1666666666667
PE,RN,-8.152025608548277,-35.496966580938214,-5.877178040487796,-35.78408280910874,409.538,343.3666666666667
PE,RO,-8.152025608548277,-35.496966580938214,-9.806761486818301,-63.02840103355963,4252.329,3474.983333333333
PE,RS,-8.152025608548277,-35.496966580938214,-29.718839490402164,-51.95608564360721,3819.77,3027.85
PE,SC,-8.152025608548277,-35.496966580938214,-27.218038920844723,-49.48212805960794,3322.685,2709.266666666667
PE,SE,-8.152025608548277,-35.496966580938214,-10.917756569914832,-37.14663957244331,456.375,433.23333333333335
PE,SP,-8.152025608548277,-35.496966580938214,-23.12163436196996,-47.07170455949694,2607.588,2143.7
PE,TO,-8.152025608548277,-35.496966580938214,-9.86555699236114,-48.36818486950135,1935.414,1653.7333333333333
PI,CE,-5.445069601178928,-42.63079628237705,-4.1787898180713,-38.84914440855492,614.432,561.4166666666666
PI,MA,-5.445069601178928,-42.63079628237705,-3.4058375271605,-44.64292837876669,373.235,343.21666666666664
PI,MG,-5.445069601178928,-42.63079628237705,-19.8368783860845,-44.510639137486805,2029.965,1692.8333333333333
PI,PB,-5.445069601178928,-42.63079628237705,-7.08222958978264,-35.47505093762009,1077.312,951.9333333333333
PI,PE,-5.445069601178928,-42.63079628237705,-8.152025608548277,-35.496966580938214,1009.802,888.35
PI,PI,-5.445069601178928,-42.63079628237705,-5.445069601178928,-42.63079628237705,0.0,0.0
PI,PR,-5.445069601178928,-42.63079628237705,-24.90691454342181,-50.609280255724634,2896.694,2244.8333333333335
PI,RJ,-5.445069601178928,-42.63079628237705,-22.82382338311478,-43.149285809858725,2447.257,2014.6166666666666
PI,SC,-5.445069601178928,-42.63079628237705,-27.218038920844723,-49.48212805960794,3310.49,2537.55
